34
31
31
27
26
26
27
26
28
34
32
27
27
34
26
28
28
28
29
26
27
26
26
29
31
32
32
25
33
26
31
29
31
30
29
27
26
30
26
26
26
28
28
54
26
27
29
26
27
32
31
26
25
25
28
26
30
28
27
27
30
32
26
27
26
26
26
25
27
25
32
28
27
26
26
27
41
28
26
28
30
26
25
30
30
29
27
27
26
29
